accident_index,accident_year_x,accident_reference_x,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,accident_year_y,accident_reference_y,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
a2022010420634,2022,10420634,546379.0,171748.0,0.104059,51.425844,1,3,1,1,31/12/2022,7,11:30,-1,E09000004,E09000004,3,211,6,30,99,9,6,0,9,1,1,1,1,0,0,1,3,2,E01000457,2022,010420634,1,1,3,2,54,8,3,1,9,0,0,0,0,1,7,E01000693
a2022010417321,2022,10417321,549029.0,179414.0,0.145375,51.494034,1,3,1,1,19/12/2022,2,18:24,-1,E09000004,E09000004,5,0,3,30,3,4,6,0,0,0,4,2,2,0,0,2,1,2,E01000465,2022,010417321,1,1,3,1,30,6,3,6,9,0,0,0,0,1,2,E01000422
a2022010416782,2022,10416782,547498.0,172383.0,0.120406,51.43126,1,2,1,1,16/12/2022,6,14:15,-1,E09000004,E09000004,5,0,3,30,7,4,6,0,0,1,1,1,4,0,0,1,1,2,E01000382,2022,010416782,1,1,3,2,72,10,2,1,1,0,0,0,0,1,9,E01000382
a2022010416446,2022,10416446,546396.0,175845.0,0.105996,51.462653,1,3,1,1,14/12/2022,4,14:28,-1,E09000004,E09000004,3,207,6,30,3,4,5,0,0,0,1,1,4,0,0,1,3,2,E01000414,2022,010416446,1,1,3,1,46,8,3,5,3,0,0,0,0,1,6,E01024161
a2022010415456,2022,10415456,549449.0,179101.0,0.151288,51.491111,1,2,1,1,09/12/2022,6,16:00,-1,E09000004,E09000004,4,213,6,30,9,4,4,250,0,1,1,1,4,0,0,1,1,2,E01000336,2022,010415456,1,1,3,1,16,4,2,1,9,0,0,0,0,1,4,E01000439
a2022010415307,2022,10415307,551676.0,176061.0,0.182037,51.463205,1,3,1,1,25/11/2022,6,16:35,-1,E09000004,E09000004,3,2000,1,30,1,2,3,206,9,9,1,8,1,0,0,1,3,2,E01000380,2022,010415307,1,1,3,1,13,3,3,10,9,0,0,0,0,1,3,E01000435
a2022010415226,2022,10415226,545882.0,171842.0,0.096954,51.426816,1,3,1,1,08/12/2022,5,08:40,-1,E09000004,E09000004,6,0,6,20,3,4,3,211,0,0,1,8,4,0,0,1,3,2,E01000428,2022,010415226,1,1,3,2,43,7,3,8,1,0,0,0,0,1,7,E01000427
a2022010415003,2022,10415003,549846.0,174863.0,0.155206,51.452927,1,3,1,1,05/12/2022,2,08:05,-1,E09000004,E09000004,6,0,6,20,0,-1,0,-1,9,0,1,1,1,0,0,1,3,2,E01000329,2022,010415003,1,1,3,1,12,3,3,6,9,0,0,0,0,1,4,E01001694
a2022010414157,2022,10414157,549006.0,175364.0,0.143337,51.45765,1,2,1,1,02/12/2022,6,16:20,-1,E09000004,E09000004,5,0,6,20,2,4,6,0,0,0,4,8,2,0,0,1,3,2,E01000365,2022,010414157,1,1,3,1,12,3,2,10,9,0,0,0,0,1,7,E01000362
a2022010414110,2022,10414110,549475.0,173584.0,0.149331,51.441533,1,3,1,1,02/12/2022,6,21:10,-1,E09000004,E09000004,3,222,6,20,0,-1,0,-1,0,4,4,1,2,0,0,1,3,2,E01000447,2022,010414110,1,1,3,2,24,5,3,1,1,0,0,0,0,1,6,E01024152
a2022010413772,2022,10413772,549923.0,179005.0,0.15807,51.490123,1,3,2,1,30/11/2022,4,23:45,-1,E09000004,E09000004,3,2016,6,30,0,-1,0,-1,0,1,4,2,2,0,0,1,1,2,E01000408,2022,010413772,2,1,3,1,29,6,3,6,9,0,0,0,0,-1,-1,-1
a2022010411299,2022,10411299,550612.0,178934.0,0.167956,51.489303,1,3,1,1,18/11/2022,6,06:23,-1,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000405,2022,010411299,1,1,3,1,21,5,3,5,1,0,0,0,0,1,2,E01001576
a2022010411135,2022,10411135,545868.0,176268.0,0.098576,51.46659,1,3,1,1,17/11/2022,5,15:30,-1,E09000004,E09000004,6,0,9,30,8,4,6,0,9,9,1,9,9,9,9,1,3,2,E01000400,2022,010411135,1,1,3,2,9,2,3,6,9,0,0,0,0,1,7,E01000400
a2022010410749,2022,10410749,547823.0,177105.0,0.12705,51.473604,1,3,1,1,15/11/2022,3,20:24,-1,E09000004,E09000004,5,0,6,30,2,4,6,0,0,8,4,1,2,0,0,1,1,2,E01000359,2022,010410749,1,1,3,1,53,8,3,4,1,0,0,0,0,1,5,E01000402
a2022010409797,2022,10409797,549569.0,173663.0,0.150716,51.442218,1,3,1,1,10/11/2022,5,08:30,-1,E09000004,E09000004,3,223,9,30,3,4,6,0,0,1,4,1,1,0,0,1,3,2,E01000447,2022,010409797,1,1,3,2,37,7,3,1,3,0,0,0,0,1,8,E01000447
a2022010409788,2022,10409788,548633.0,175360.0,0.137971,51.457712,1,3,1,1,10/11/2022,5,18:55,-1,E09000004,E09000004,5,0,6,20,3,4,3,207,0,0,4,1,1,0,0,1,1,2,E01000360,2022,010409788,1,1,3,2,76,11,3,5,1,0,0,0,0,1,6,E01000330
a2022010409773,2022,10409773,546052.0,174526.0,0.100504,51.45089,1,3,1,1,10/11/2022,5,15:45,-1,E09000004,E09000004,3,210,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000343,2022,010409773,1,1,3,1,6,2,3,5,1,0,0,0,0,1,6,E01001598
a2022010409600,2022,10409600,548507.0,175366.0,0.136161,51.457799,1,3,1,1,10/11/2022,5,08:54,-1,E09000004,E09000004,6,0,9,30,7,4,3,207,9,9,1,9,9,9,9,1,3,2,E01000360,2022,010409600,1,1,3,2,42,7,3,1,1,0,0,0,0,1,7,E01000389
a2022010409371,2022,10409371,549804.0,179456.0,0.156548,51.494207,1,3,1,1,09/11/2022,4,11:45,-1,E09000004,E09000004,3,2016,2,30,1,4,6,0,0,0,1,1,2,0,0,1,1,2,E01000335,2022,010409371,1,1,3,1,48,8,3,5,3,0,0,0,0,1,5,E01033741
a2022010409249,2022,10409249,551155.0,177758.0,0.175268,51.478591,1,3,1,2,08/11/2022,3,15:51,-1,E09000004,E09000004,6,0,6,30,9,4,6,0,0,0,4,8,2,0,0,1,1,2,E01000407,2022,010409249,1,1,3,1,10,2,3,5,1,0,0,0,0,-1,-1,-1
a2022010409249,2022,10409249,551155.0,177758.0,0.175268,51.478591,1,3,1,2,08/11/2022,3,15:51,-1,E09000004,E09000004,6,0,6,30,9,4,6,0,0,0,4,8,2,0,0,1,1,2,E01000407,2022,010409249,1,2,3,1,10,2,3,5,1,0,0,0,0,-1,-1,-1
a2022010409173,2022,10409173,545939.0,175942.0,0.099463,51.463642,1,3,1,1,08/11/2022,3,11:28,-1,E09000004,E09000004,3,207,6,30,3,2,5,0,0,4,1,2,2,0,0,1,1,2,E01000414,2022,010409173,1,1,3,2,57,9,3,6,9,0,0,0,0,1,5,E01000454
a2022010409012,2022,10409012,546184.0,176191.0,0.10309,51.465817,1,2,1,1,07/11/2022,2,17:05,-1,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,6,2,2,0,0,1,1,2,E01000401,2022,010409012,1,1,3,2,67,10,2,5,3,0,0,0,0,1,4,E01000401
a2022010408454,2022,10408454,546507.0,175831.0,0.107587,51.462498,1,3,2,1,04/11/2022,6,12:10,-1,E09000004,E09000004,3,207,6,30,3,2,3,209,0,5,1,1,1,0,0,1,3,2,E01000414,2022,010408454,2,1,3,1,15,3,3,5,3,0,0,0,0,1,7,E01000388
a2022010408433,2022,10408433,549379.0,175280.0,0.148666,51.456797,1,2,1,1,04/11/2022,6,12:45,-1,E09000004,E09000004,5,0,7,20,8,4,6,0,0,1,1,1,1,0,0,1,1,2,E01000362,2022,010408433,1,1,3,2,51,8,2,6,9,0,0,0,0,1,6,E01000330
a2022010407112,2022,10407112,551667.0,174425.0,0.181207,51.448507,1,3,1,1,27/10/2022,5,11:30,-1,E09000004,E09000004,5,0,6,20,99,9,6,0,0,0,1,8,1,0,0,1,3,2,E01000379,2022,010407112,1,1,3,2,15,3,3,8,9,0,0,0,0,1,6,E01024180
a2022010406320,2022,10406320,551149.0,176969.0,0.174844,51.471504,1,2,1,1,24/10/2022,2,16:20,-1,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000367,2022,010406320,1,1,3,2,70,10,2,8,3,0,0,0,0,1,3,E01000367
a2022010406170,2022,10406170,549566.0,173631.0,0.150659,51.441932,1,3,1,1,22/10/2022,7,17:00,-1,E09000004,E09000004,3,223,6,20,8,4,6,0,0,1,1,2,2,0,0,1,1,2,E01000447,2022,010406170,1,1,3,1,68,10,3,5,3,0,0,0,0,1,2,E01003977
a2022010406025,2022,10406025,547327.0,170888.0,0.117327,51.417871,1,3,1,1,22/10/2022,7,15:48,-1,E09000004,E09000004,3,224,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000386,2022,010406025,1,1,3,2,5,1,3,5,1,0,0,0,0,1,5,E01000738
a2022010405663,2022,10405663,552557.0,177221.0,0.19521,51.47339,1,2,1,1,20/10/2022,5,16:05,-1,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,2,E01000430,2022,010405663,1,1,3,1,16,4,2,5,2,0,0,0,0,1,5,E01000430
a2022010404534,2022,10404534,546001.0,172987.0,0.099136,51.437074,1,1,1,1,14/10/2022,6,11:23,-1,E09000004,E09000004,4,2214,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000460,2022,010404534,1,1,3,1,35,6,1,5,1,0,0,0,0,1,10,E01000460
a2022010403193,2022,10403193,548095.0,177994.0,0.131335,51.481521,1,3,1,2,06/10/2022,5,19:34,-1,E09000004,E09000004,3,206,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01000417,2022,010403193,1,1,3,2,20,4,3,8,3,0,0,0,0,1,5,E01000417
a2022010403193,2022,10403193,548095.0,177994.0,0.131335,51.481521,1,3,1,2,06/10/2022,5,19:34,-1,E09000004,E09000004,3,206,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01000417,2022,010403193,1,2,3,1,20,4,3,8,3,0,0,0,0,-1,-1,-1
a2022010402667,2022,10402667,546109.0,171399.0,0.100034,51.422777,1,3,1,1,29/09/2022,5,16:00,-1,E09000004,E09000004,3,222,6,30,0,-1,0,-1,0,1,1,1,1,0,0,1,3,2,E01000428,2022,010402667,1,1,3,2,18,4,3,1,3,0,0,0,0,1,6,E01003226
a2022010402153,2022,10402153,547443.0,178145.0,0.122016,51.483048,1,3,1,1,29/09/2022,5,16:48,-1,E09000004,E09000004,3,2041,6,30,3,4,6,0,0,0,1,1,1,0,0,1,3,2,E01001574,2022,010402153,1,1,3,1,35,6,3,9,7,0,0,0,0,1,6,E01000330
a2022010401600,2022,10401600,548686.0,174448.0,0.13835,51.449504,1,3,1,1,28/09/2022,4,08:05,-1,E09000004,E09000004,6,0,1,30,1,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000363,2022,010401600,1,1,3,1,11,3,3,5,1,0,0,0,0,1,4,E01003220
a2022010401253,2022,10401253,545914.0,173654.0,0.09816,51.44309,1,3,1,1,23/09/2022,6,19:20,-1,E09000004,E09000004,5,0,2,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000345,2022,010401253,1,1,3,1,36,7,3,8,5,0,0,0,0,1,8,E01000366
a2022010401189,2022,10401189,548585.0,175355.0,0.137278,51.45768,1,2,1,1,25/09/2022,1,22:10,-1,E09000004,E09000004,3,207,6,30,0,-1,0,-1,0,4,4,1,1,0,0,1,1,2,E01000360,2022,010401189,1,1,3,1,46,8,2,4,1,0,0,0,0,1,3,E01000333
a2022010400942,2022,10400942,546235.0,174509.0,0.103129,51.45069,1,3,1,1,24/09/2022,7,01:00,-1,E09000004,E09000004,3,210,6,30,7,2,5,0,0,4,4,1,1,0,0,1,1,2,E01000413,2022,010400942,1,1,3,1,22,5,3,1,9,0,0,0,0,1,2,E01000796
a2022010400769,2022,10400769,548259.0,179341.0,0.134261,51.493581,1,3,1,1,23/09/2022,6,08:40,-1,E09000004,E09000004,6,0,6,30,3,4,6,0,0,4,1,1,2,0,0,1,1,2,E01000465,2022,010400769,1,1,3,1,7,2,3,4,1,0,0,0,0,1,3,E01000464
a2022010399799,2022,10399799,551299.0,178007.0,0.177447,51.48079,1,3,1,1,16/09/2022,6,20:28,-1,E09000004,E09000004,3,2016,1,30,1,1,3,220,0,1,4,8,1,0,0,1,1,2,E01000403,2022,010399799,1,1,3,1,31,6,3,5,1,0,0,0,0,1,4,E01000406
a2022010399482,2022,10399482,546151.0,171811.0,0.100808,51.426469,1,3,1,1,13/09/2022,3,11:30,-1,E09000004,E09000004,3,222,6,30,6,2,3,211,0,5,1,2,2,0,0,1,3,2,E01000428,2022,010399482,1,1,3,1,25,5,3,1,3,0,0,0,0,1,7,E01000347
a2022010399200,2022,10399200,547512.0,175647.0,0.121967,51.460584,1,2,1,1,13/09/2022,3,18:23,-1,E09000004,E09000004,6,0,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,2,E01000393,2022,010399200,1,1,3,2,42,7,2,5,4,0,0,0,0,1,8,E01000393
a2022010398916,2022,10398916,549578.0,175023.0,0.15142,51.454436,1,3,1,1,12/09/2022,2,08:25,-1,E09000004,E09000004,5,0,6,30,0,-1,0,-1,0,5,1,1,1,0,0,1,1,2,E01000362,2022,010398916,1,1,3,1,13,3,3,4,1,0,0,0,0,1,6,E01001572
a2022010397976,2022,10397976,551630.0,174629.0,0.180762,51.45035,1,3,1,1,06/09/2022,3,15:00,-1,E09000004,E09000004,3,207,3,30,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01000378,2022,010397976,1,1,3,2,48,8,3,5,3,0,0,0,0,1,9,E01000349
a2022010397520,2022,10397520,549011.0,175126.0,0.143309,51.455511,1,3,1,1,03/09/2022,7,20:00,-1,E09000004,E09000004,3,207,6,30,2,4,5,0,0,1,1,1,1,0,0,1,1,2,E01000362,2022,010397520,1,1,3,1,8,2,3,5,1,0,0,0,0,1,4,E01024176
a2022010395389,2022,10395389,551882.0,174578.0,0.184364,51.449825,1,3,1,1,21/08/2022,1,12:15,-1,E09000004,E09000004,3,207,9,30,8,4,6,0,0,0,1,1,1,0,0,1,3,2,E01000375,2022,010395389,1,1,3,2,17,4,3,6,9,0,0,0,0,1,10,E01024144
a2022010394120,2022,10394120,548812.0,175327.0,0.140531,51.457369,1,3,1,1,15/08/2022,2,15:00,-1,E09000004,E09000004,3,207,6,20,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01000360,2022,010394120,1,1,3,2,70,10,3,8,3,0,0,0,0,1,9,E01000456
a2022010393397,2022,10393397,546246.0,171800.0,0.102169,51.426345,1,3,1,1,11/08/2022,5,12:00,-1,E09000004,E09000004,3,211,6,30,0,-1,0,-1,0,5,1,1,1,0,0,1,1,2,E01000457,2022,010393397,1,1,3,1,15,3,3,4,2,0,0,0,0,1,9,E01000350
a2022010392064,2022,10392064,546529.0,175825.0,0.107901,51.462439,1,3,1,1,04/08/2022,5,11:30,-1,E09000004,E09000004,3,207,3,30,7,2,3,209,0,5,1,1,1,0,0,1,1,2,E01000392,2022,010392064,1,1,3,2,25,5,3,1,1,0,0,0,0,1,9,E01000410
a2022010391572,2022,10391572,547767.0,177172.0,0.126272,51.47422,1,3,1,1,01/08/2022,2,11:40,-1,E09000004,E09000004,5,0,6,30,0,-1,0,-1,0,1,1,1,1,0,0,1,1,2,E01000359,2022,010391572,1,1,3,2,59,9,3,1,1,0,0,0,0,1,9,E01000421
a2022010391463,2022,10391463,546320.0,171789.0,0.103228,51.426227,1,3,1,1,31/07/2022,1,13:43,-1,E09000004,E09000004,3,211,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01000457,2022,010391463,1,1,3,2,20,4,3,6,9,0,0,0,0,1,7,E01000384
a2022010391351,2022,10391351,550284.0,177141.0,0.162473,51.473279,1,3,1,1,30/07/2022,7,14:49,-1,E09000004,E09000004,3,220,6,20,0,-1,0,-1,0,1,1,1,1,0,0,1,1,2,E01000441,2022,010391351,1,1,3,1,53,8,3,6,9,0,0,0,0,1,7,E01000326
a2022010389534,2022,10389534,549312.0,175271.0,0.147699,51.456734,1,3,1,1,20/07/2022,4,18:44,-1,E09000004,E09000004,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000362,2022,010389534,1,1,3,2,15,3,3,5,1,0,0,0,0,1,5,E01000360
a2022010387721,2022,10387721,549750.0,173405.0,0.153209,51.439852,1,3,1,1,11/07/2022,2,09:23,-1,E09000004,E09000004,3,223,6,20,3,4,6,0,0,0,1,8,1,0,0,1,3,2,E01000447,2022,010387721,1,1,3,2,63,9,3,6,9,0,0,0,0,1,8,E01000447
a2022010386713,2022,10386713,551696.0,176557.0,0.182537,51.467656,1,3,1,1,03/07/2022,1,14:29,-1,E09000004,E09000004,6,0,6,20,3,4,6,0,0,0,1,9,1,0,0,1,1,2,E01000433,2022,010386713,1,1,3,1,25,5,3,6,9,0,0,0,0,1,2,E01000431
a2022010386463,2022,10386463,550766.0,177275.0,0.169465,51.474355,1,3,1,1,04/07/2022,2,19:27,-1,E09000004,E09000004,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000372,2022,010386463,1,1,3,1,4,1,3,5,3,0,0,0,0,1,3,E01000372
a2022010386339,2022,10386339,547084.0,175690.0,0.115829,51.461082,1,3,1,1,20/06/2022,2,09:55,-1,E09000004,E09000004,3,207,6,20,9,4,6,0,2,1,1,1,1,0,0,1,3,2,E01000392,2022,010386339,1,1,3,1,63,9,3,5,3,0,0,0,0,1,3,E01000367
a2022010385723,2022,10385723,550439.0,174499.0,0.16358,51.4495,1,3,1,2,17/05/2022,3,18:15,-1,E09000004,E09000004,6,0,6,30,3,4,3,223,0,0,1,1,1,0,0,2,3,2,E01000378,2022,010385723,1,2,3,2,-1,-1,3,6,9,0,0,0,0,-1,-1,-1
a2022010385700,2022,10385700,549517.0,173601.0,0.149942,51.441675,1,3,1,1,30/06/2022,5,22:21,-1,E09000004,E09000004,3,222,6,20,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01000447,2022,010385700,1,1,3,1,58,9,3,6,9,0,0,0,0,1,4,E01024384
a2022010378216,2022,10378216,545396.0,175794.0,0.091591,51.462452,1,3,1,1,24/05/2022,3,08:00,-1,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,2,E01000396,2022,010378216,1,1,3,2,12,3,3,5,1,0,0,0,0,1,9,E01000396
a2022010377794,2022,10377794,551572.0,177394.0,0.181112,51.475209,1,3,1,1,21/05/2022,7,18:58,-1,E09000004,E09000004,3,206,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000373,2022,010377794,1,1,3,1,33,6,3,5,3,0,0,0,0,1,2,E01000431
a2022010373468,2022,10373468,548591.0,179358.0,0.139047,51.493646,1,3,2,1,29/04/2022,6,12:39,-1,E09000004,E09000004,6,0,6,30,8,4,6,0,0,0,1,1,1,0,2,2,1,2,E01000465,2022,010373468,2,1,3,2,30,6,3,9,5,0,0,0,0,1,2,E01001692
a2022010373084,2022,10373084,547549.0,177515.0,0.123278,51.477359,1,3,1,1,23/04/2022,7,14:57,-1,E09000004,E09000004,6,0,9,20,0,-1,0,-1,9,9,1,9,9,9,9,1,3,2,E01000450,2022,010373084,1,1,3,2,48,8,3,6,9,0,0,0,0,1,5,E01000450
a2022010372245,2022,10372245,545565.0,175994.0,0.094104,51.464206,1,3,1,1,22/04/2022,6,09:00,-1,E09000004,E09000004,3,209,6,20,0,-1,0,-1,0,5,1,1,1,0,0,1,1,2,E01000399,2022,010372245,1,1,3,2,82,11,3,6,9,0,0,0,0,1,8,E01000399
a2022010371159,2022,10371159,546218.0,171494.0,0.10164,51.423603,1,2,1,1,16/04/2022,7,16:30,-1,E09000004,E09000004,3,2001,6,30,9,4,3,222,0,0,1,1,1,0,0,1,1,2,E01000457,2022,010371159,1,1,3,2,74,10,2,5,1,0,0,0,0,1,3,E01000689
a2022010366475,2022,10366475,547815.0,178934.0,0.127699,51.49004,1,3,1,1,20/03/2022,1,14:15,-1,E09000004,E09000004,4,213,6,30,0,-1,0,-1,0,7,1,1,1,0,0,1,1,2,E01000418,2022,010366475,1,1,3,2,13,3,3,5,2,0,0,0,0,1,2,E01000422
a2022010365789,2022,10365789,544591.0,175364.0,0.079835,51.458794,1,2,1,1,17/03/2022,5,07:24,-1,E09000004,E09000004,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000412,2022,010365789,1,1,3,2,48,8,2,5,1,0,0,0,0,1,8,E01000412
a2022010365443,2022,10365443,548263.0,176160.0,0.132984,51.464998,1,2,1,1,15/03/2022,3,10:43,-1,E09000004,E09000004,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000356,2022,010365443,1,1,3,2,73,10,2,5,3,0,0,0,0,1,8,E01021129
a2022010365183,2022,10365183,546802.0,175552.0,0.111715,51.459915,1,3,1,1,13/03/2022,1,15:17,-1,E09000004,E09000004,6,0,6,30,9,4,6,0,0,0,1,1,2,0,0,1,1,2,E01000388,2022,010365183,1,1,3,2,22,5,3,6,9,0,0,0,0,1,3,E01000392
a2022010361529,2022,10361529,546387.0,175862.0,0.105874,51.462808,1,3,1,1,21/02/2022,2,16:50,-1,E09000004,E09000004,3,207,6,30,3,4,5,0,0,8,1,1,1,0,0,1,1,2,E01000414,2022,010361529,1,1,3,2,72,10,3,4,1,0,0,0,0,1,9,E01000409
a2022010360799,2022,10360799,546670.0,176647.0,0.11027,51.469788,1,3,1,1,17/02/2022,5,06:30,-1,E09000004,E09000004,3,209,6,30,99,9,6,0,0,1,4,1,1,0,0,1,3,2,E01032566,2022,010360799,1,1,3,1,20,4,3,1,9,0,0,0,0,1,8,E01000451
a2022010360035,2022,10360035,547300.0,181217.0,0.121239,51.510688,1,2,1,1,10/02/2022,5,15:38,-1,E09000004,E09000004,6,0,6,20,0,-1,0,-1,0,0,1,2,1,0,0,1,3,2,E01000467,2022,010360035,1,1,3,1,10,2,2,10,9,0,0,0,0,1,5,E01000468
a2022010359917,2022,10359917,547604.0,179419.0,0.124865,51.494453,1,2,1,1,11/02/2022,6,22:30,-1,E09000004,E09000004,6,0,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01000416,2022,010359917,1,1,3,1,36,7,2,5,9,0,0,0,0,1,4,E01016177
a2022010359636,2022,10359636,551598.0,176236.0,0.18099,51.464798,1,2,1,1,10/02/2022,5,16:20,-1,E09000004,E09000004,6,0,6,20,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01000435,2022,010359636,1,1,3,1,12,3,2,5,3,0,0,0,0,1,3,E01000435
a2022010357863,2022,10357863,551203.0,176064.0,0.175235,51.463358,1,3,1,1,31/01/2022,2,18:15,-1,E09000004,E09000004,6,0,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01000326,2022,010357863,1,1,3,1,55,8,3,6,9,0,0,0,0,1,7,E01000326
a2022010357778,2022,10357778,546161.0,171092.0,0.100655,51.420005,1,2,1,1,31/01/2022,2,10:49,-1,E09000004,E09000004,6,0,6,20,0,-1,0,-1,2,1,1,1,1,0,0,1,1,2,E01000428,2022,010357778,1,1,3,1,80,11,2,6,9,0,0,0,0,3,10,E01024151
a2022010356990,2022,10356990,549173.0,176292.0,0.14613,51.465945,1,3,1,1,27/01/2022,5,09:40,-1,E09000004,E09000004,5,0,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,2,E01000358,2022,010356990,1,1,3,1,60,9,3,1,1,0,0,0,0,1,2,E01000374
a2022010356583,2022,10356583,547606.0,175274.0,0.123164,51.457208,1,2,1,1,25/01/2022,3,07:13,-1,E09000004,E09000004,3,221,3,30,9,4,6,0,0,5,1,1,1,0,0,1,1,2,E01000389,2022,010356583,1,1,3,1,14,3,2,5,9,0,0,0,0,1,7,E01000389
a2022010355936,2022,10355936,549625.0,175125.0,0.152139,51.45534,1,3,2,2,21/01/2022,6,10:40,-1,E09000004,E09000004,3,220,1,30,1,4,3,207,0,4,1,1,1,0,0,1,1,2,E01000362,2022,010355936,2,1,3,2,63,9,3,6,9,0,0,0,0,1,6,E01000329
a2022010355635,2022,10355635,546162.0,171746.0,0.100939,51.425882,1,2,1,1,19/01/2022,4,17:41,-1,E09000004,E09000004,3,222,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,2,E01000457,2022,010355635,1,1,3,2,25,5,2,5,3,0,0,0,0,1,4,E01000428
a2022010355363,2022,10355363,547375.0,180745.0,0.122122,51.506427,1,3,1,1,18/01/2022,3,07:50,-1,E09000004,E09000004,6,0,6,30,9,2,6,0,0,0,5,9,4,0,0,1,1,2,E01000467,2022,010355363,1,1,3,2,10,2,3,5,1,0,0,0,0,1,5,E01000467
a2022010354944,2022,10354944,550838.0,177424.0,0.170564,51.475675,1,3,2,1,14/01/2022,6,07:10,-1,E09000004,E09000004,6,0,1,20,2,4,6,0,0,0,4,8,4,0,0,1,3,2,E01000372,2022,010354944,2,1,3,2,-1,-1,3,10,9,0,0,0,0,-1,-1,-1
a2022010354485,2022,10354485,549998.0,176293.0,0.157998,51.465736,1,3,1,1,13/01/2022,5,15:39,-1,E09000004,E09000004,5,0,9,30,0,-1,0,-1,9,1,1,1,1,0,0,1,3,2,E01000370,2022,010354485,1,1,3,2,50,8,3,6,9,0,0,0,0,1,7,E01000369
a2022010354427,2022,10354427,551200.0,177965.0,0.176004,51.480439,1,2,1,1,13/01/2022,5,06:45,-1,E09000004,E09000004,3,220,1,30,1,4,3,206,0,8,4,1,2,0,2,1,1,2,E01000403,2022,010354427,1,1,3,1,35,6,2,1,9,0,0,0,0,1,2,E01003712
a2022010354167,2022,10354167,549464.0,179094.0,0.151501,51.491044,1,3,1,1,11/01/2022,3,19:05,-1,E09000004,E09000004,5,0,6,30,3,4,5,0,2,1,4,2,2,0,0,1,1,2,E01000336,2022,010354167,1,1,3,1,16,4,3,1,3,0,0,0,0,1,5,E01000338
a2022010353945,2022,10353945,545439.0,175186.0,0.091959,51.456978,1,3,1,1,10/01/2022,2,16:22,-1,E09000004,E09000004,6,0,6,30,9,4,6,0,0,1,1,1,2,0,0,1,1,2,E01000410,2022,010353945,1,1,3,1,11,3,3,4,1,0,0,0,0,1,2,E01033726
a2022010353857,2022,10353857,546648.0,176154.0,0.109749,51.465364,1,3,1,1,10/01/2022,2,07:40,-1,E09000004,E09000004,3,209,6,30,0,-1,0,-1,0,1,4,1,2,0,0,1,1,2,E01000455,2022,010353857,1,1,3,1,17,4,3,1,3,0,0,0,0,1,3,E01001650
a2021010352320,2021,10352320,551589.0,177127.0,0.181269,51.472804,1,2,1,1,29/12/2021,4,17:30,-1,E09000004,E09000004,3,206,3,40,0,-1,0,-1,0,5,4,1,2,0,0,1,1,2,E01000433,2021,010352320,1,1,3,1,31,6,2,1,3,0,0,0,0,1,3,E01000367
