accident_index,accident_year_x,accident_reference_x,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,accident_year_y,accident_reference_y,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
a2017010077814,2017,10077814,548160.0,175440.0,0.131228,51.458554,1,3,1,1,17/11/2017,6,19:00,18,E09000004,E09000004,3,207,6,30,3,2,6,0,9,4,4,1,1,0,0,1,2,2,E01000394,2017,010077814,1,1,3,2,51,8,3,1,9,0,0,2,0,1,9,
a2017010077707,2017,10077707,547450.0,172280.0,0.1197,51.430345,1,3,1,1,13/12/2017,4,20:00,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,4,2,2,0,0,1,1,2,E01000382,2017,010077707,1,1,3,1,20,4,3,5,2,0,0,2,0,1,5,
a2017010076993,2017,10076993,547740.0,180890.0,0.127467,51.507633,1,3,1,1,11/12/2017,2,15:46,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,2,E01000469,2017,010076993,1,1,3,1,7,2,3,5,3,0,0,2,0,1,5,
a2017010075247,2017,10075247,547250.0,176910.0,0.118752,51.472,1,3,1,1,04/12/2017,2,15:21,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000451,2017,010075247,1,1,3,2,11,3,3,5,1,0,0,2,0,1,9,
a2017010074574,2017,10074574,551360.0,174900.0,0.177022,51.452856,1,3,1,1,01/12/2017,6,11:25,18,E09000004,E09000004,6,0,6,30,3,4,3,2000,0,0,1,1,1,0,0,1,1,2,E01000378,2017,010074574,1,1,3,1,85,11,3,5,1,0,0,2,0,1,5,
a2017010074525,2017,10074525,544710.0,172760.0,0.080509,51.435364,1,3,1,1,27/11/2017,2,06:22,18,E09000004,E09000004,6,0,9,30,3,9,6,0,9,9,4,9,9,9,9,1,2,2,E01000423,2017,010074525,1,1,3,1,49,8,3,10,9,0,0,2,0,1,10,
a2017010074400,2017,10074400,549920.0,178050.0,0.157649,51.481542,1,3,1,2,30/11/2017,5,19:20,18,E09000004,E09000004,6,0,6,30,9,4,6,0,0,0,4,1,2,0,0,1,1,2,E01000402,2017,010074400,1,2,3,2,24,5,3,10,9,0,0,2,0,1,5,
a2017010072868,2017,10072868,551720.0,174680.0,0.182105,51.450783,1,3,1,1,26/11/2017,1,10:07,18,E09000004,E09000004,6,0,2,30,9,2,6,0,0,5,1,1,1,0,0,1,1,2,E01000378,2017,010072868,1,1,3,1,36,7,3,1,1,0,0,2,0,1,1,
a2017010072714,2017,10072714,546200.0,174930.0,0.102826,51.45448,1,3,1,1,25/11/2017,7,12:35,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000411,2017,010072714,1,1,3,1,85,11,3,8,3,0,0,2,0,1,7,
a2017010072275,2017,10072275,548220.0,175940.0,0.132301,51.463031,1,3,1,1,23/11/2017,5,16:40,18,E09000004,E09000004,5,0,6,30,9,4,6,0,0,1,4,1,1,0,0,1,1,2,E01000394,2017,010072275,1,1,3,1,45,7,3,1,1,0,0,2,0,1,8,
a2017010071451,2017,10071451,549550.0,173600.0,0.150443,51.441656,1,3,1,1,20/11/2017,2,12:50,18,E09000004,E09000004,3,223,6,20,2,9,3,223,0,1,1,1,1,0,0,1,2,2,E01000447,2017,010071451,1,1,3,2,21,5,3,10,9,0,0,2,0,1,4,
a2017010071057,2017,10071057,548860.0,178280.0,0.142492,51.483888,1,2,1,1,18/11/2017,7,17:05,18,E09000004,E09000004,3,206,2,30,5,4,6,0,0,0,4,2,2,0,0,1,1,2,E01000333,2017,010071057,1,1,3,1,71,10,2,5,3,0,0,2,0,1,5,
a2017010070360,2017,10070360,551580.0,177770.0,0.181415,51.478584,1,3,1,1,15/11/2017,4,17:17,18,E09000004,E09000004,5,0,6,30,1,4,6,0,0,1,4,1,1,0,0,1,1,2,E01000403,2017,010070360,1,1,3,1,34,6,3,1,3,0,0,2,0,1,2,
a2017010070018,2017,10070018,545510.0,176050.0,0.093363,51.464722,1,3,1,1,13/11/2017,2,22:30,18,E09000004,E09000004,3,207,6,30,3,4,6,0,0,8,7,1,1,0,0,1,2,2,E01000399,2017,010070018,1,1,3,1,14,3,3,5,9,0,0,2,0,1,8,
a2017010069380,2017,10069380,548150.0,174040.0,0.130498,51.445977,1,3,1,1,10/11/2017,6,18:30,18,E09000004,E09000004,4,2210,6,30,3,4,5,0,0,0,4,1,1,0,0,1,1,2,E01000348,2017,010069380,1,1,3,2,29,6,3,5,1,0,0,2,0,1,9,
a2017010068481,2017,10068481,551610.0,174180.0,0.180309,51.44632,1,1,1,1,06/11/2017,2,14:53,18,E09000004,E09000004,5,0,6,20,3,2,6,0,0,0,1,1,1,4,2,1,1,2,E01000379,2017,010068481,1,1,3,2,83,11,1,5,3,0,0,2,0,-1,-1,
a2017010066799,2017,10066799,550400.0,178340.0,0.164679,51.48402,1,3,1,1,27/10/2017,6,11:00,18,E09000004,E09000004,3,206,6,30,3,4,3,206,0,0,1,1,1,0,0,1,1,2,E01000406,2017,010066799,1,1,3,1,42,7,3,5,3,0,0,2,0,1,4,
a2017010066637,2017,10066637,552370.0,175720.0,0.1919,51.459953,1,3,1,2,26/10/2017,5,07:18,18,E09000004,E09000004,3,206,1,30,1,4,6,0,0,8,1,1,1,0,0,1,1,2,E01000374,2017,010066637,1,1,3,2,54,8,3,1,3,0,0,2,0,1,5,
a2017010066637,2017,10066637,552370.0,175720.0,0.1919,51.459953,1,3,1,2,26/10/2017,5,07:18,18,E09000004,E09000004,3,206,1,30,1,4,6,0,0,8,1,1,1,0,0,1,1,2,E01000374,2017,010066637,1,2,3,2,20,4,3,1,3,0,0,2,0,1,5,
a2017010066255,2017,10066255,550230.0,175670.0,0.161098,51.460075,1,3,1,1,24/10/2017,3,18:16,18,E09000004,E09000004,5,0,6,30,9,4,5,0,2,1,4,1,1,0,0,1,1,2,E01000328,2017,010066255,1,1,3,1,58,9,3,1,3,0,0,2,0,1,6,
a2017010065540,2017,10065540,550030.0,177070.0,0.158816,51.472707,1,3,2,1,19/10/2017,5,20:00,18,E09000004,E09000004,5,0,1,30,1,4,5,0,0,0,4,1,2,0,0,1,1,2,E01000441,2017,010065540,1,1,3,1,36,7,3,6,9,0,0,2,0,1,2,
a2017010065141,2017,10065141,551900.0,176440.0,0.185449,51.466548,1,3,1,1,18/10/2017,4,09:00,18,E09000004,E09000004,5,0,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,2,E01000435,2017,010065141,1,1,3,2,17,4,3,5,2,0,0,2,0,1,2,
a2017010064586,2017,10064586,549700.0,175520.0,0.153411,51.458868,1,2,1,1,15/10/2017,1,20:00,18,E09000004,E09000004,3,220,6,30,6,2,5,0,0,4,1,1,1,0,1,1,1,2,E01000329,2017,010064586,1,1,3,1,20,4,2,5,2,0,0,2,0,1,6,
a2017010064360,2017,10064360,549830.0,177760.0,0.156231,51.47896,1,3,1,1,13/10/2017,6,08:20,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000402,2017,010064360,1,1,3,1,10,2,3,5,3,0,0,2,0,1,5,
a2017010063714,2017,10063714,551740.0,176660.0,0.183241,51.468568,1,3,1,1,27/09/2017,4,15:30,18,E09000004,E09000004,6,0,6,30,3,9,6,0,0,0,1,1,1,0,0,1,2,2,E01000433,2017,010063714,1,1,3,1,18,4,3,5,3,0,0,2,0,-1,-1,
a2017010062358,2017,10062358,551720.0,177950.0,0.183507,51.480164,1,3,1,1,03/10/2017,3,15:29,18,E09000004,E09000004,6,0,7,20,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000403,2017,010062358,1,1,3,1,90,11,3,6,9,0,0,2,0,1,4,
a2017010061789,2017,10061789,547090.0,173040.0,0.11484,51.437267,1,3,1,1,29/09/2017,6,15:25,18,E09000004,E09000004,3,222,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,2,E01000461,2017,010061789,1,1,3,1,11,3,3,8,3,0,0,2,0,1,10,
a2017010061725,2017,10061725,546200.0,173860.0,0.102384,51.444866,1,2,1,1,29/09/2017,6,12:30,18,E09000004,E09000004,6,0,2,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000350,2017,010061725,1,1,3,1,19,4,2,5,2,0,0,2,0,1,5,
a2017010061068,2017,10061068,545220.0,174510.0,0.088559,51.450958,1,3,1,1,22/09/2017,6,15:10,18,E09000004,E09000004,3,210,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000340,2017,010061068,1,1,3,2,12,3,3,8,3,0,0,2,0,1,4,
a2017010060734,2017,10060734,546950.0,176410.0,0.114227,51.467585,1,3,1,1,25/09/2017,2,08:30,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,2,0,0,1,1,2,E01000455,2017,010060734,1,1,3,2,11,3,3,9,5,0,0,2,0,1,9,
a2017010060131,2017,10060131,548920.0,175550.0,0.142205,51.459343,1,3,1,1,21/09/2017,5,11:50,18,E09000004,E09000004,6,0,6,30,2,4,6,0,0,4,1,1,1,0,0,1,1,2,E01000360,2017,010060131,1,1,3,2,17,4,3,1,3,0,0,2,0,1,3,
a2017010058699,2017,10058699,549230.0,175240.0,0.146533,51.456476,1,3,1,1,13/09/2017,4,10:51,18,E09000004,E09000004,5,0,2,30,3,4,3,207,0,0,1,4,1,0,0,1,1,2,E01000362,2017,010058699,1,1,3,1,77,11,3,5,3,0,0,2,0,1,6,
a2017010058573,2017,10058573,545830.0,176680.0,0.098226,51.4703,1,3,1,1,12/09/2017,3,15:58,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000398,2017,010058573,1,1,3,1,11,3,3,5,4,0,0,2,0,1,5,
a2017010057648,2017,10057648,549830.0,175550.0,0.155294,51.459103,1,3,2,2,06/09/2017,4,15:43,18,E09000004,E09000004,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000330,2017,010057648,1,1,3,2,12,3,3,6,9,0,0,2,0,1,10,
a2017010057648,2017,10057648,549830.0,175550.0,0.155294,51.459103,1,3,2,2,06/09/2017,4,15:43,18,E09000004,E09000004,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000330,2017,010057648,1,2,3,2,12,3,3,6,9,0,0,2,0,1,4,
a2017010056196,2017,10056196,546310.0,172460.0,0.103387,51.432258,1,3,1,1,27/08/2017,1,20:00,18,E09000004,E09000004,6,0,2,30,0,-1,-1,-1,0,0,4,1,1,0,6,1,1,2,E01000462,2017,010056196,1,1,3,2,57,9,3,5,1,0,0,2,0,1,7,
a2017010056090,2017,10056090,549430.0,175180.0,0.149384,51.455884,1,3,1,1,26/08/2017,7,14:24,18,E09000004,E09000004,5,0,6,30,3,2,3,207,0,5,1,1,1,0,0,1,1,2,E01000362,2017,010056090,1,1,3,2,11,3,3,1,3,0,0,2,0,1,7,
a2017010055949,2017,10055949,545290.0,172070.0,0.088565,51.429015,1,3,1,1,25/08/2017,6,10:50,18,E09000004,E09000004,3,211,6,30,0,-1,-1,-1,0,1,1,1,1,0,0,1,1,2,E01000426,2017,010055949,1,1,3,1,21,5,3,10,9,0,0,2,0,1,7,
a2017010054539,2017,10054539,550280.0,177100.0,0.162425,51.472911,1,3,1,1,18/08/2017,6,14:57,18,E09000004,E09000004,3,220,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000439,2017,010054539,1,1,3,2,27,6,3,6,9,0,0,2,0,1,3,
a2017010054398,2017,10054398,549180.0,178200.0,0.147064,51.483085,1,2,1,1,17/08/2017,5,10:30,18,E09000004,E09000004,5,0,2,30,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01000333,2017,010054398,1,1,3,2,72,10,2,4,1,0,0,2,0,1,2,
a2017010053716,2017,10053716,546940.0,175740.0,0.113805,51.461567,1,3,1,1,14/08/2017,2,12:30,18,E09000004,E09000004,3,207,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,2,E01000392,2017,010053716,1,1,3,1,73,10,3,5,3,0,0,2,0,1,6,
a2017010053475,2017,10053475,546220.0,172730.0,0.102205,51.434707,1,3,1,1,12/08/2017,7,20:13,18,E09000004,E09000004,3,222,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,2,E01000462,2017,010053475,1,1,3,2,22,5,3,1,3,0,0,2,0,1,10,
a2017010053107,2017,10053107,552190.0,176320.0,0.189569,51.465392,1,3,1,1,04/08/2017,6,08:15,18,E09000004,E09000004,6,0,9,30,99,9,6,0,9,9,1,9,1,9,9,1,2,2,E01000434,2017,010053107,1,1,3,1,24,5,3,10,9,0,0,2,0,1,4,
a2017010051684,2017,10051684,548100.0,170920.0,0.128475,51.417955,1,2,1,1,30/07/2017,1,12:00,18,E09000004,E09000004,6,0,6,20,0,-1,-1,-1,0,0,1,1,1,0,2,1,1,2,E01000385,2017,010051684,1,1,3,1,8,2,2,5,9,0,0,2,0,1,2,
a2017010051095,2017,10051095,549410.0,175070.0,0.14905,51.454901,1,3,1,1,29/07/2017,7,11:35,18,E09000004,E09000004,5,0,1,30,1,4,5,0,0,8,1,1,1,0,0,1,1,2,E01000362,2017,010051095,1,1,3,2,37,7,3,1,3,0,0,2,0,1,4,
a2017010050582,2017,10050582,546330.0,175870.0,0.105084,51.462893,1,3,1,2,25/07/2017,3,10:10,18,E09000004,E09000004,3,207,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,2,E01000414,2017,010050582,1,2,3,2,81,11,3,8,3,0,0,2,0,1,6,
a2017010050392,2017,10050392,549650.0,179920.0,0.154556,51.498416,1,3,1,1,25/07/2017,3,11:19,18,E09000004,E09000004,6,0,6,30,3,4,3,2016,0,0,1,1,1,0,0,2,1,2,E01000335,2017,010050392,1,1,3,1,28,6,3,9,5,0,0,2,0,1,2,
a2017010049087,2017,10049087,549620.0,174910.0,0.152003,51.453408,1,3,1,1,18/07/2017,3,18:03,18,E09000004,E09000004,3,220,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,2,E01000362,2017,010049087,1,1,3,1,3,1,3,1,1,0,0,2,0,1,6,
a2017010048519,2017,10048519,551460.0,177710.0,0.179663,51.478077,1,2,1,1,15/07/2017,7,12:51,18,E09000004,E09000004,3,206,3,30,3,2,5,0,0,5,1,1,1,0,0,1,1,2,E01000403,2017,010048519,1,1,3,2,15,3,2,1,4,0,0,2,0,1,3,
a2017010048263,2017,10048263,549370.0,173720.0,0.147905,51.442781,1,2,1,1,13/07/2017,5,16:40,18,E09000004,E09000004,6,0,6,30,9,4,6,0,0,1,1,1,1,0,0,1,1,2,E01000449,2017,010048263,1,1,3,1,15,3,2,5,2,0,0,2,0,1,8,
a2017010048236,2017,10048236,550050.0,179040.0,0.15994,51.490403,1,3,2,1,01/07/2017,7,15:30,18,E09000004,E09000004,4,213,6,30,0,-1,-1,-1,9,9,1,9,9,9,9,1,2,2,E01000408,2017,010048236,1,1,3,1,38,7,3,10,9,0,0,2,0,2,7,
a2017010048031,2017,10048031,549230.0,175240.0,0.146533,51.456476,1,2,1,1,12/07/2017,4,16:00,18,E09000004,E09000004,3,207,2,30,0,-1,-1,-1,0,0,1,8,1,0,0,1,1,2,E01000362,2017,010048031,1,1,3,2,84,11,2,6,9,0,0,2,0,1,2,
a2017010047776,2017,10047776,549610.0,174010.0,0.151478,51.445324,1,2,2,2,11/07/2017,3,15:35,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000447,2017,010047776,1,2,3,1,15,3,3,5,9,0,0,2,0,1,2,
a2017010047776,2017,10047776,549610.0,174010.0,0.151478,51.445324,1,2,2,2,11/07/2017,3,15:35,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000447,2017,010047776,1,1,3,1,11,3,2,5,1,0,0,2,0,1,7,
a2017010046966,2017,10046966,547790.0,177960.0,0.12696,51.481293,1,2,1,1,06/07/2017,5,13:05,18,E09000004,E09000004,3,206,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000417,2017,010046966,1,1,3,2,51,8,2,8,3,0,0,2,0,1,5,
a2017010046530,2017,10046530,549550.0,178270.0,0.152418,51.483617,1,2,1,1,03/07/2017,2,15:20,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,2,2,E01000332,2017,010046530,1,1,3,1,4,1,2,5,9,0,0,2,0,1,6,
a2017010046269,2017,10046269,549900.0,177340.0,0.15706,51.475168,1,2,1,1,03/07/2017,2,15:20,18,E09000004,E09000004,5,0,9,30,3,9,6,0,0,0,1,1,1,0,0,1,2,2,E01000437,2017,010046269,1,1,3,1,4,1,2,5,3,0,0,2,0,1,6,
a2017010046102,2017,10046102,551990.0,177730.0,0.187298,51.478115,1,3,1,1,02/07/2017,1,17:29,18,E09000004,E09000004,6,0,6,30,9,1,6,0,0,0,1,1,1,0,0,1,1,2,E01000429,2017,010046102,1,1,3,1,33,6,3,9,8,0,0,2,0,1,2,
a2017010046088,2017,10046088,547520.0,175730.0,0.122144,51.461326,1,3,1,1,02/07/2017,1,16:46,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000393,2017,010046088,1,1,3,1,15,3,3,9,9,0,0,2,0,1,4,
a2017010045956,2017,10045956,548900.0,178830.0,0.1433,51.48882,1,2,1,1,30/06/2017,6,18:44,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000337,2017,010045956,1,1,3,1,6,2,2,9,5,0,0,2,0,1,3,
a2017010045934,2017,10045934,550390.0,178370.0,0.164548,51.484293,1,2,1,1,30/06/2017,6,17:30,18,E09000004,E09000004,3,206,6,30,3,4,3,206,0,0,1,1,1,0,0,1,1,2,E01000406,2017,010045934,1,1,3,1,42,7,2,5,3,0,0,2,0,1,5,
a2017010045858,2017,10045858,549060.0,178060.0,0.145278,51.481859,1,3,1,2,30/06/2017,6,11:38,18,E09000004,E09000004,5,0,2,30,0,-1,-1,-1,2,1,1,1,1,0,0,1,1,2,E01000333,2017,010045858,1,1,3,1,79,11,3,5,1,0,0,2,0,1,9,
a2017010045858,2017,10045858,549060.0,178060.0,0.145278,51.481859,1,3,1,2,30/06/2017,6,11:38,18,E09000004,E09000004,5,0,2,30,0,-1,-1,-1,2,1,1,1,1,0,0,1,1,2,E01000333,2017,010045858,1,2,3,1,85,11,3,4,1,0,0,2,0,1,9,
a2017010045840,2017,10045840,547160.0,171860.0,0.115357,51.426646,1,3,1,1,30/06/2017,6,10:20,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,8,1,8,1,2,0,1,1,2,E01000382,2017,010045840,1,1,3,2,17,4,3,5,1,0,0,2,0,1,3,
a2017010045722,2017,10045722,548860.0,174680.0,0.140976,51.451541,1,3,1,2,29/06/2017,5,15:21,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,1,1,1,1,0,0,1,1,2,E01000363,2017,010045722,1,2,3,2,12,3,3,5,1,0,0,2,0,1,5,
a2017010045015,2017,10045015,546160.0,176170.0,0.102763,51.465633,1,2,1,1,26/06/2017,2,18:50,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000401,2017,010045015,1,1,3,2,49,8,2,6,9,0,0,2,0,1,4,
a2017010044704,2017,10044704,547360.0,173890.0,0.119076,51.444835,1,3,1,1,23/06/2017,6,19:53,18,E09000004,E09000004,3,221,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000352,2017,010044704,1,1,3,1,21,5,3,10,9,0,0,2,0,-1,-1,
a2017010044049,2017,10044049,544860.0,175450.0,0.083766,51.459497,1,3,1,1,08/06/2017,5,15:30,18,E09000004,E09000004,6,0,9,30,99,9,6,0,9,9,1,9,9,9,9,1,2,2,E01000412,2017,010044049,1,1,3,2,49,8,3,10,9,0,0,2,0,1,3,
a2017010043970,2017,10043970,549540.0,178500.0,0.152371,51.485686,1,3,1,1,20/06/2017,3,14:15,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000332,2017,010043970,1,1,3,1,58,9,3,5,1,0,0,2,0,1,5,
a2017010043476,2017,10043476,548650.0,175340.0,0.138234,51.457527,1,3,1,1,17/06/2017,7,19:00,18,E09000004,E09000004,3,207,6,20,3,2,5,0,0,4,1,1,1,0,0,1,2,2,E01000360,2017,010043476,1,1,3,2,12,3,3,4,1,0,0,2,0,1,2,
a2017010043463,2017,10043463,545860.0,176540.0,0.0986,51.469035,1,3,1,1,17/06/2017,7,15:00,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000400,2017,010043463,1,1,3,2,10,2,3,6,9,0,0,2,0,1,5,
a2017010043361,2017,10043361,546240.0,171800.0,0.102109,51.426345,1,3,1,1,16/06/2017,6,15:16,18,E09000004,E09000004,3,211,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000457,2017,010043361,1,1,3,2,67,10,3,5,1,0,0,2,0,1,10,
a2017010043055,2017,10043055,545120.0,175490.0,0.087523,51.45979,1,3,1,1,15/06/2017,5,08:50,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000412,2017,010043055,1,1,3,1,62,9,3,9,9,0,0,2,0,1,6,
a2017010042958,2017,10042958,546740.0,174580.0,0.110447,51.451196,1,3,1,1,11/06/2017,1,14:25,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,9,7,5,1,1,0,0,1,2,2,E01000391,2017,010042958,1,1,3,1,42,7,3,9,5,0,0,2,0,1,6,
a2017010041696,2017,10041696,546180.0,171810.0,0.10125,51.42645,1,2,1,1,07/06/2017,4,11:11,18,E09000004,E09000004,3,211,6,30,6,2,3,222,0,4,1,1,1,0,0,1,1,2,E01000457,2017,010041696,1,1,3,1,67,10,2,4,2,0,0,2,0,1,2,
a2017010040954,2017,10040954,551080.0,177980.0,0.174311,51.480605,1,2,1,1,02/06/2017,6,17:26,18,E09000004,E09000004,3,220,6,30,0,-1,-1,-1,0,0,1,2,2,0,0,1,1,2,E01000403,2017,010040954,1,1,3,1,79,11,2,5,1,0,0,2,0,-1,-1,
a2017010040939,2017,10040939,550290.0,177270.0,0.162641,51.474435,1,3,1,1,02/06/2017,6,13:30,18,E09000004,E09000004,3,220,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000439,2017,010040939,1,1,3,2,17,4,3,5,1,0,0,2,0,1,5,
a2017010038604,2017,10038604,545110.0,172200.0,0.08603,51.43023,1,3,1,1,20/05/2017,7,10:00,18,E09000004,E09000004,3,211,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000426,2017,010038604,1,1,3,2,2,1,3,5,1,0,0,2,0,1,10,
a2017010037750,2017,10037750,551110.0,174790.0,0.173379,51.451934,1,3,1,1,16/05/2017,3,07:51,18,E09000004,E09000004,3,207,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000378,2017,010037750,1,1,3,2,25,5,3,9,9,0,0,2,0,1,8,
a2017010037510,2017,10037510,551580.0,177260.0,0.181197,51.474002,1,2,1,1,15/05/2017,2,21:07,18,E09000004,E09000004,3,206,3,40,1,4,6,0,0,8,5,1,1,0,0,1,1,2,E01000431,2017,010037510,1,1,3,1,48,8,2,5,1,0,0,2,0,1,2,
a2017010036837,2017,10036837,548420.0,175380.0,0.134942,51.457946,1,3,1,1,11/05/2017,5,13:50,18,E09000004,E09000004,3,207,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000360,2017,010036837,1,1,3,1,44,7,3,9,5,0,0,2,0,1,3,
a2017010036526,2017,10036526,550230.0,173090.0,0.160003,51.436893,1,3,1,1,10/05/2017,4,13:12,18,E09000004,E09000004,3,2218,3,30,3,4,6,0,0,0,1,1,1,0,0,2,1,2,E01000444,2017,010036526,1,1,3,1,26,6,3,6,9,0,0,2,0,1,3,
a2017010036331,2017,10036331,551210.0,177950.0,0.176169,51.4803,1,3,1,1,09/05/2017,3,20:14,18,E09000004,E09000004,3,220,6,30,3,4,6,0,0,5,4,1,1,0,0,1,1,2,E01000403,2017,010036331,1,1,3,1,21,5,3,1,3,0,0,2,0,1,2,
a2017010036103,2017,10036103,551350.0,175100.0,0.176963,51.454656,1,3,1,1,08/05/2017,2,15:00,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000378,2017,010036103,1,1,3,2,9,2,3,5,3,0,0,2,0,1,2,
a2017010036019,2017,10036019,549870.0,174870.0,0.155581,51.452982,1,3,1,1,08/05/2017,2,08:28,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000329,2017,010036019,1,1,3,1,15,3,3,5,4,0,0,2,0,1,3,
a2017010034323,2017,10034323,547370.0,170970.0,0.118005,51.418594,1,3,1,1,27/04/2017,5,17:04,18,E09000004,E09000004,3,224,6,30,9,2,3,211,0,0,4,2,2,0,0,1,1,2,E01000385,2017,010034323,1,1,3,1,14,3,3,5,3,0,0,2,0,1,9,
a2017010033903,2017,10033903,547330.0,179630.0,0.121037,51.496419,1,3,1,1,25/04/2017,3,15:30,18,E09000004,E09000004,3,2041,3,40,1,4,5,0,0,0,1,1,1,0,0,1,1,2,E01001575,2017,010033903,1,1,3,1,12,3,3,5,2,0,0,2,0,1,4,
a2017010033714,2017,10033714,548870.0,176510.0,0.14189,51.467982,1,3,1,1,24/04/2017,2,20:40,18,E09000004,E09000004,5,0,1,30,1,4,5,0,0,0,4,1,2,0,0,1,1,2,E01000353,2017,010033714,1,1,3,1,34,6,3,9,9,0,0,2,0,1,2,
a2017010033591,2017,10033591,551110.0,176870.0,0.174268,51.470623,1,3,1,1,24/04/2017,2,07:20,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000368,2017,010033591,1,1,3,2,13,3,3,5,4,0,0,2,0,1,5,
a2017010032976,2017,10032976,549670.0,175680.0,0.153048,51.460313,1,3,1,2,20/04/2017,5,17:30,18,E09000004,E09000004,3,220,3,30,0,-1,-1,-1,0,4,1,1,1,0,0,1,1,2,E01000330,2017,010032976,1,2,3,2,55,8,3,8,3,0,0,2,0,1,2,
a2017010030976,2017,10030976,548190.0,179000.0,0.133152,51.490534,1,2,1,1,07/04/2017,6,16:54,18,E09000004,E09000004,4,213,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,2,E01000418,2017,010030976,1,1,3,1,5,1,2,5,1,0,0,2,0,1,3,
a2017010030159,2017,10030159,546790.0,175540.0,0.111565,51.459809,1,3,1,1,04/04/2017,3,15:20,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000388,2017,010030159,1,1,3,2,0,1,3,5,9,0,0,2,0,1,7,
